,Material,E_form,A1_rad,A2_rad,X_rad,Abar_rad,dA_rad,Abar-X_rad,dAXbar_rad,ddAX_rad,A1_dipole,A2_dipole,X_dipole,Abar_dipole,dA_dipole,Abar-X_dipole,dAXbar_dipole,ddAX_dipole,A1_nvalence,A2_nvalence,X_nvalence,Abar_nvalence,dA_nvalence,Abar-X_nvalence,dAXbar_nvalence,ddAX_nvalence,A1_nup,A2_nup,X_nup,Abar_nup,dA_nup,Abar-X_nup,dAXbar_nup,ddAX_nup,A1_num_d,A2_num_d,X_num_d,Abar_num_d,dA_num_d,Abar-X_num_d,dAXbar_num_d,ddAX_num_d,A1_volume,A2_volume,X_volume,Abar_volume,dA_volume,Abar-X_volume,dAXbar_volume,ddAX_volume,A1_ion_energy,A2_ion_energy,X_ion_energy,Abar_ion_energy,dA_ion_energy,Abar-X_ion_energy,dAXbar_ion_energy,ddAX_ion_energy,A1_electron_affinity,A2_electron_affinity,X_electron_affinity,Abar_electron_affinity,dA_electron_affinity,Abar-X_electron_affinity,dAXbar_electron_affinity,ddAX_electron_affinity,A1_electronegativity,A2_electronegativity,X_electronegativity,Abar_electronegativity,dA_electronegativity,Abar-X_electronegativity,dAXbar_electronegativity,ddAX_electronegativity,A1_SOCC,A2_SOCC,Abar_SOCC,dA_SOCC
224,1T-Mn1W1Se4,-2.78731678,119,137,116,128,18,12,12,18,68,68,28.9,68,0,39.1,39.1,0,7,6,6,6.5,1,0.5,0.5,1,3,2,2,2.5,1,0.5,0.5,1,3,22,10,12.5,19,2.5,9.5,5,7.39,9.53,16.5,8.46,2.14,8.04,8.04,2.14,7.434018,7.86403,9.752392,7.649024,0.430012,2.103368,2.103368,0.430012,0,0.81626,2.02067,0.40813,0.81626,1.61254,1.61254,0.81626,0,0.81626,2.02067,0.40813,0.81626,1.61254,1.61254,0.81626,394,3209,1801.5,-2815
225,1T-Mn1W1Te4,-0.47125941,119,137,136,128,18,8,9,16,68,68,38,68,0,30,30,0,7,6,6,6.5,1,0.5,0.5,1,3,2,2,2.5,1,0.5,0.5,1,3,22,20,12.5,19,7.5,9.5,15,7.39,9.53,20.5,8.46,2.14,12.04,12.04,2.14,7.434018,7.86403,9.00966,7.649024,0.430012,1.360636,1.360636,0.430012,0,0.81626,1.970876,0.40813,0.81626,1.562746,1.562746,0.81626,0,0.81626,1.970876,0.40813,0.81626,1.562746,1.562746,0.81626,394,3209,1801.5,-2815
226,1T-Mn1Y1S4,-5.04954231,119,163,103,141,44,38,38,44,68,162,19.4,115,94,95.6,95.6,94,7,3,6,5,4,1,2,2,3,1,2,2,2,0,1,0,3,10,0,6.5,7,6.5,6.5,7,7.39,19.8,15.5,13.595,12.41,1.905,6.205,3.81,7.434018,6.21726,10.36001,6.825639,1.216758,3.534371,3.534371,1.216758,0,0.307,2.07710403,0.1535,0.307,1.92360403,1.92360403,0.307,0,0.307,2.07710403,0.1535,0.307,1.92360403,1.92360403,0.307,394,304,349,90
227,1T-Mn1Y1Se4,-4.96423355,119,163,116,141,44,25,25,44,68,162,28.9,115,94,86.1,86.1,94,7,3,6,5,4,1,2,2,3,1,2,2,2,0,1,0,3,10,10,6.5,7,3.5,3.5,7,7.39,19.8,16.5,13.595,12.41,2.905,6.205,5.81,7.434018,6.21726,9.752392,6.825639,1.216758,2.926753,2.926753,1.216758,0,0.307,2.02067,0.1535,0.307,1.86717,1.86717,0.307,0,0.307,2.02067,0.1535,0.307,1.86717,1.86717,0.307,394,304,349,90
228,1T-Mn1Y1Te4,-3.66481151,119,163,136,141,44,5,22,10,68,162,38,115,94,77,77,94,7,3,6,5,4,1,2,2,3,1,2,2,2,0,1,0,3,10,20,6.5,7,13.5,13.5,7,7.39,19.8,20.5,13.595,12.41,6.905,6.905,12.41,7.434018,6.21726,9.00966,6.825639,1.216758,2.184021,2.184021,1.216758,0,0.307,1.970876,0.1535,0.307,1.817376,1.817376,0.307,0,0.307,1.970876,0.1535,0.307,1.817376,1.817376,0.307,394,304,349,90
229,1T-Mn1Zn1S4,-0.883306,119,118,103,118.5,1,15.5,15.5,1,68,38.67,19.4,53.335,29.33,33.935,33.935,29.33,7,12,6,9.5,5,3.5,3.5,5,3,2,2,2.5,1,0.5,0.5,1,3,8,0,5.5,5,5.5,5.5,5,7.39,9.2,15.5,8.295,1.81,7.205,7.205,1.81,7.434018,9.394199,10.36001,8.4141085,1.960181,1.9459015,1.9459015,1.960181,0,0,2.07710403,0,0,2.07710403,2.07710403,0,0,0,2.07710403,0,0,2.07710403,2.07710403,0,394,1146,770,-752
230,1T-Mn1Zn1Se4,-1.24416084,119,118,116,118.5,1,2.5,2.5,1,68,38.67,28.9,53.335,29.33,24.435,24.435,29.33,7,12,6,9.5,5,3.5,3.5,5,3,2,2,2.5,1,0.5,0.5,1,3,8,10,5.5,5,4.5,4.5,5,7.39,9.2,16.5,8.295,1.81,8.205,8.205,1.81,7.434018,9.394199,9.752392,8.4141085,1.960181,1.3382835,1.3382835,1.960181,0,0,2.02067,0,0,2.02067,2.02067,0,0,0,2.02067,0,0,2.02067,2.02067,0,394,1146,770,-752
231,1T-Mn1Zn1Te4,-0.62698769,119,118,136,118.5,1,17.5,17.5,1,68,38.67,38,53.335,29.33,15.335,15.335,29.33,7,12,6,9.5,5,3.5,3.5,5,3,2,2,2.5,1,0.5,0.5,1,3,8,20,5.5,5,14.5,14.5,5,7.39,9.2,20.5,8.295,1.81,12.205,12.205,1.81,7.434018,9.394199,9.00966,8.4141085,1.960181,0.5955515,0.9800905,1.191103,0,0,1.970876,0,0,1.970876,1.970876,0,0,0,1.970876,0,0,1.970876,1.970876,0,394,1146,770,-752
232,1T-Mn1Zr1S4,-5.71772977,119,154,103,136.5,35,33.5,33.5,35,68,112,19.4,90,44,70.6,70.6,44,7,4,6,5.5,3,0.5,1.5,1,3,0,2,1.5,3,0.5,1.5,1,3,10,0,6.5,7,6.5,6.5,7,7.39,14.1,15.5,10.745,6.71,4.755,4.755,6.71,7.434018,6.6339,10.36001,7.033959,0.800118,3.326051,3.326051,0.800118,0,0.426,2.07710403,0.213,0.426,1.86410403,1.86410403,0.426,0,0.426,2.07710403,0.213,0.426,1.86410403,1.86410403,0.426,394,481,437.5,-87
233,1T-Mn1Zr1Se4,-5.09256538,119,154,116,136.5,35,20.5,20.5,35,68,112,28.9,90,44,61.1,61.1,44,7,4,6,5.5,3,0.5,1.5,1,3,0,2,1.5,3,0.5,1.5,1,3,10,10,6.5,7,3.5,3.5,7,7.39,14.1,16.5,10.745,6.71,5.755,5.755,6.71,7.434018,6.6339,9.752392,7.033959,0.800118,2.718433,2.718433,0.800118,0,0.426,2.02067,0.213,0.426,1.80767,1.80767,0.426,0,0.426,2.02067,0.213,0.426,1.80767,1.80767,0.426,394,481,437.5,-87
234,1T-Mn1Zr1Te4,-3.24894399,119,154,136,136.5,35,0.5,17.5,1,68,112,38,90,44,52,52,44,7,4,6,5.5,3,0.5,1.5,1,3,0,2,1.5,3,0.5,1.5,1,3,10,20,6.5,7,13.5,13.5,7,7.39,14.1,20.5,10.745,6.71,9.755,9.755,6.71,7.434018,6.6339,9.00966,7.033959,0.800118,1.975701,1.975701,0.800118,0,0.426,1.970876,0.213,0.426,1.757876,1.757876,0.426,0,0.426,1.970876,0.213,0.426,1.757876,1.757876,0.426,394,481,437.5,-87
235,1T-Mn2S4,-2.93723565,119,119,103,119,0,16,16,0,68,68,19.4,68,0,48.6,48.6,0,7,7,6,7,0,1,1,0,3,3,2,3,0,1,1,0,3,3,0,3,0,3,3,0,7.39,7.39,15.5,7.39,0,8.11,8.11,0,7.434018,7.434018,10.36001,7.434018,0,2.925992,2.925992,0,0,0,2.07710403,0,0,2.07710403,2.07710403,0,0,0,2.07710403,0,0,2.07710403,2.07710403,0,394,394,394,0
236,1T-Mn2Se4,-2.61966257,119,119,116,119,0,3,3,0,68,68,28.9,68,0,39.1,39.1,0,7,7,6,7,0,1,1,0,3,3,2,3,0,1,1,0,3,3,10,3,0,7,7,0,7.39,7.39,16.5,7.39,0,9.11,9.11,0,7.434018,7.434018,9.752392,7.434018,0,2.318374,2.318374,0,0,0,2.02067,0,0,2.02067,2.02067,0,0,0,2.02067,0,0,2.02067,2.02067,0,394,394,394,0
237,1T-Mn2Te4,-1.33757802,119,119,136,119,0,17,17,0,68,68,38,68,0,30,30,0,7,7,6,7,0,1,1,0,3,3,2,3,0,1,1,0,3,3,20,3,0,17,17,0,7.39,7.39,20.5,7.39,0,13.11,13.11,0,7.434018,7.434018,9.00966,7.434018,0,1.575642,1.575642,0,0,0,1.970876,0,0,1.970876,1.970876,0,0,0,1.970876,0,0,1.970876,1.970876,0,394,394,394,0
238,1T-Mo1Cr1Te4,-16.93170973,138,122,136,130,16,6,8,12,87,83,38,85,4,47,47,4,6,6,6,6,0,0,0,0,2,2,2,2,0,0,0,0,12,2,20,7,10,13,13,10,9.4,7.23,20.5,8.315,2.17,12.185,12.185,2.17,7.09243,6.76651,9.00966,6.92947,0.32592,2.08019,2.08019,0.32592,0.748,0.666,1.970876,0.707,0.082,1.263876,1.263876,0.082,0.748,0.666,1.970876,0.707,0.082,1.263876,1.263876,0.082,901,298,599.5,603
239,1T-Mo1Os1S4,-3.30897243,138,129,103,133.5,9,30.5,30.5,9,87,57,19.4,72,30,52.6,52.6,30,6,8,6,7,2,1,1,2,2,4,2,3,2,1,1,2,12,24,0,18,12,18,18,12,9.4,8.43,15.5,8.915,0.97,6.585,6.585,0.97,7.09243,8.43823,10.36001,7.76533,1.3458,2.59468,2.59468,1.3458,0.748,1.1,2.07710403,0.924,0.352,1.15310403,1.15310403,0.352,0.748,1.1,2.07710403,0.924,0.352,1.15310403,1.15310403,0.352,901,6718,3809.5,-5817
240,1T-Mo1Re1Se4,-3.15187061,138,131,116,134.5,7,18.5,18.5,7,87,62,28.9,74.5,25,45.6,45.6,25,6,7,6,6.5,1,0.5,0.5,1,2,3,2,2.5,1,0.5,0.5,1,12,23,10,17.5,11,7.5,7.5,11,9.4,8.85,16.5,9.125,0.55,7.375,7.375,0.55,7.09243,7.83352,9.752392,7.462975,0.74109,2.289417,2.289417,0.74109,0.748,0.15,2.02067,0.449,0.598,1.57167,1.57167,0.598,0.748,0.15,2.02067,0.449,0.598,1.57167,1.57167,0.598,901,3634,2267.5,-2733
241,1T-Mo1Sc1S4,-6.04201656,138,148,103,143,10,40,40,10,87,97,19.4,92,10,72.6,72.6,10,6,3,6,4.5,3,1.5,1.5,3,2,1,2,1.5,1,0.5,0.5,1,12,0,0,6,12,6,6,12,9.4,15,15.5,12.2,5.6,3.3,3.3,5.6,7.09243,6.56149,10.36001,6.82696,0.53094,3.53305,3.53305,0.53094,0.748,0.188,2.07710403,0.468,0.56,1.60910403,1.60910403,0.56,0.748,0.188,2.07710403,0.468,0.56,1.60910403,1.60910403,0.56,901,76,488.5,825
242,1T-Mo1Ta1Te4,-20.78667341,138,146,136,142,8,6,6,8,87,74,38,80.5,13,42.5,42.5,13,6,5,6,5.5,1,0.5,0.5,1,2,1,2,1.5,1,0.5,0.5,1,12,21,20,16.5,9,3.5,4.5,7,9.4,10.9,20.5,10.15,1.5,10.35,10.35,1.5,7.09243,7.54957,9.00966,7.321,0.45714,1.68866,1.68866,0.45714,0.748,0.322,1.970876,0.535,0.426,1.435876,1.435876,0.426,0.748,0.322,1.970876,0.535,0.426,1.435876,1.435876,0.426,901,2507,1704,-1606
243,1T-Mo1Tc1Te4,-15.72225826,138,128,136,133,10,3,5,6,87,79,38,83,8,45,45,8,6,7,6,6.5,1,0.5,0.5,1,2,3,2,2.5,1,0.5,0.5,1,12,13,20,12.5,1,7.5,7.5,1,9.4,8.5,20.5,8.95,0.9,11.55,11.55,0.9,7.09243,7.119381,9.00966,7.1059055,0.026951,1.9037545,1.9037545,0.026951,0.748,0.55,1.970876,0.649,0.198,1.321876,1.321876,0.198,0.748,0.55,1.970876,0.649,0.198,1.321876,1.321876,0.198,901,1095,998,-194
244,1T-Mo1Y1Te4,-3.37935301,138,163,136,150.5,25,14.5,14.5,25,87,162,38,124.5,75,86.5,86.5,75,6,3,6,4.5,3,1.5,1.5,3,2,1,2,1.5,1,0.5,0.5,1,12,10,20,11,2,9,9,2,9.4,19.8,20.5,14.6,10.4,5.9,5.9,10.4,7.09243,6.21726,9.00966,6.654845,0.87517,2.354815,2.354815,0.87517,0.748,0.307,1.970876,0.5275,0.441,1.443376,1.443376,0.441,0.748,0.307,1.970876,0.5275,0.441,1.443376,1.443376,0.441,901,304,602.5,597
245,1T-Nb1Co1Te4,-2.28325647,147,111,136,129,36,7,18,14,98,55,38,76.5,43,38.5,38.5,43,5,9,6,7,4,1,2,2,1,5,2,3,4,1,2,2,11,5,20,8,6,12,12,6,10.8,6.7,20.5,8.75,4.1,11.75,11.75,4.1,6.75885,7.88101,9.00966,7.31993,1.12216,1.68973,1.68973,1.12216,0.917406,0.66225646,1.970876,0.78983123,0.25514954,1.18104477,1.18104477,0.25514954,0.917406,0.66225646,1.970876,0.78983123,0.25514954,1.18104477,1.18104477,0.25514954,688,94,391,594
246,1T-Nb1Ru1Te4,-13.42480128,147,125,136,136,22,0,11,0,98,72,38,85,26,47,47,26,5,8,6,6.5,3,0.5,1.5,1,1,4,2,2.5,3,0.5,1.5,1,11,14,20,12.5,3,7.5,7.5,3,10.8,8.3,20.5,9.55,2.5,10.95,10.95,2.5,6.75885,7.3605,9.00966,7.059675,0.60165,1.949985,1.949985,0.60165,0.917406,1.05,1.970876,0.983703,0.132594,0.987173,0.987173,0.132594,0.917406,1.05,1.970876,0.983703,0.132594,0.987173,0.987173,0.132594,688,1496,1092,-808
247,1T-Ni1Hg1Se4,-0.02825991,110,133,116,121.5,23,5.5,11.5,11,49,33.91,28.9,41.455,15.09,12.555,12.555,15.09,10,12,6,11,2,5,5,2,4,2,2,3,2,1,1,2,6,28,10,17,22,7,11,14,6.6,14.8,16.5,10.7,8.2,5.8,5.8,8.2,7.639877,10.437504,9.752392,9.0386905,2.797627,0.7137015,1.3988135,1.427403,1.156,0,2.02067,0.578,1.156,1.44267,1.44267,1.156,1.156,0,2.02067,0.578,1.156,1.44267,1.44267,1.156,736,6400,3568,-5664
248,1T-Ni1Rh1Se4,-1.38832107,110,125,116,117.5,15,1.5,7.5,3,49,66,28.9,57.5,17,28.6,28.6,17,10,9,6,9.5,1,3.5,3.5,1,4,5,2,4.5,1,2.5,2.5,1,6,15,10,10.5,9,0.5,4.5,1,6.6,8.3,16.5,7.45,1.7,9.05,9.05,1.7,7.639877,7.4589,9.752392,7.5493885,0.180977,2.2030035,2.2030035,0.180977,1.156,1.137,2.02067,1.1465,0.019,0.87417,0.87417,0.019,1.156,1.137,2.02067,1.1465,0.019,0.87417,0.87417,0.019,736,364.5,550.25,371.5
249,1T-Ni1Sc1Se4,-3.66672171,110,148,116,129,38,13,19,26,49,97,28.9,73,48,44.1,44.1,48,10,3,6,6.5,7,0.5,3.5,1,4,1,2,2.5,3,0.5,1.5,1,6,0,10,3,6,7,7,6,6.6,15,16.5,10.8,8.4,5.7,5.7,8.4,7.639877,6.56149,9.752392,7.1006835,1.078387,2.6517085,2.6517085,1.078387,1.156,0.188,2.02067,0.672,0.968,1.34867,1.34867,0.968,1.156,0.188,2.02067,0.672,0.968,1.34867,1.34867,0.968,736,76,406,660
251,1T-Os1Hg1S4,0.22047636,129,133,103,131,4,28,28,4,57,33.91,19.4,45.455,23.09,26.055,26.055,23.09,8,12,6,10,4,4,4,4,4,2,2,3,2,1,1,2,24,28,0,26,4,26,26,4,8.43,14.8,15.5,11.615,6.37,3.885,3.885,6.37,8.43823,10.437504,10.36001,9.437867,1.999274,0.922143,0.999637,1.844286,1.1,0,2.07710403,0.55,1.1,1.52710403,1.52710403,1.1,1.1,0,2.07710403,0.55,1.1,1.52710403,1.52710403,1.1,6718,6400,6559,318
252,1T-Os1Lu1Te4,-3.56045612,129,162,136,145.5,33,9.5,16.5,19,57,137,38,97,80,59,59,80,8,2,6,5,6,1,3,2,4,1,2,2.5,3,0.5,1.5,1,24,20,20,22,4,2,2,4,8.43,17.8,20.5,13.115,9.37,7.385,7.385,9.37,8.43823,5.425871,9.00966,6.9320505,3.012359,2.0776095,2.0776095,3.012359,1.1,0.34,1.970876,0.72,0.76,1.250876,1.250876,0.76,1.1,0.34,1.970876,0.72,0.76,1.250876,1.250876,0.76,6718,601,3659.5,6117
253,1T-Os1Nb1Se4,-3.85174775,129,147,116,138,18,22,22,18,57,98,28.9,77.5,41,48.6,48.6,41,8,5,6,6.5,3,0.5,1.5,1,4,1,2,2.5,3,0.5,1.5,1,24,11,10,17.5,13,7.5,7.5,13,8.43,10.8,16.5,9.615,2.37,6.885,6.885,2.37,8.43823,6.75885,9.752392,7.59854,1.67938,2.153852,2.153852,1.67938,1.1,0.917406,2.02067,1.008703,0.182594,1.011967,1.011967,0.182594,1.1,0.917406,2.02067,1.008703,0.182594,1.011967,1.011967,0.182594,6718,688,3703,6030
254,1T-Os1Ni1Se4,-0.70364437,129,110,116,119.5,19,3.5,9.5,7,57,49,28.9,53,8,24.1,24.1,8,8,10,6,9,2,3,3,2,4,4,2,4,0,2,2,0,24,6,10,15,18,5,9,10,8.43,6.6,16.5,7.515,1.83,8.985,8.985,1.83,8.43823,7.639877,9.752392,8.0390535,0.798353,1.7133385,1.7133385,0.798353,1.1,1.156,2.02067,1.128,0.056,0.89267,0.89267,0.056,1.1,1.156,2.02067,1.128,0.056,0.89267,0.89267,0.056,6718,736,3727,5982
255,1T-Os1Ta1S4,-20.97803594,129,146,103,137.5,17,34.5,34.5,17,57,74,19.4,65.5,17,46.1,46.1,17,8,5,6,6.5,3,0.5,1.5,1,4,1,2,2.5,3,0.5,1.5,1,24,21,0,22.5,3,22.5,22.5,3,8.43,10.9,15.5,9.665,2.47,5.835,5.835,2.47,8.43823,7.54957,10.36001,7.9939,0.88866,2.36611,2.36611,0.88866,1.1,0.322,2.07710403,0.711,0.778,1.36610403,1.36610403,0.778,1.1,0.322,2.07710403,0.711,0.778,1.36610403,1.36610403,0.778,6718,2507,4612.5,4211
256,1T-Re1Cu1Te4,0.63224798,131,112,136,121.5,19,14.5,14.5,19,62,46.5,38,54.25,15.5,16.25,16.25,15.5,7,11,6,9,4,3,3,4,3,3,2,3,0,1,1,0,23,7,20,15,16,5,8,10,8.85,7.1,20.5,7.975,1.75,12.525,12.525,1.75,7.83352,7.72638,9.00966,7.77995,0.10714,1.22971,1.22971,0.10714,0.15,1.235,1.970876,0.6925,1.085,1.278376,1.278376,1.085,0.15,1.235,1.970876,0.6925,1.085,1.278376,1.278376,1.085,3634,952,2293,2682
258,1T-Re1Lu1S4,-5.68580155,131,162,103,146.5,31,43.5,43.5,31,62,137,19.4,99.5,75,80.1,80.1,75,7,2,6,4.5,5,1.5,2.5,3,3,1,2,2,2,0,1,0,23,20,0,21.5,3,21.5,21.5,3,8.85,17.8,15.5,13.325,8.95,2.175,4.475,4.35,7.83352,5.425871,10.36001,6.6296955,2.407649,3.7303145,3.7303145,2.407649,0.15,0.34,2.07710403,0.245,0.19,1.83210403,1.83210403,0.19,0.15,0.34,2.07710403,0.245,0.19,1.83210403,1.83210403,0.19,3634,601,2117.5,3033
259,1T-Rh1Mo1Se4,-2.86309698,125,138,116,131.5,13,15.5,15.5,13,66,87,28.9,76.5,21,47.6,47.6,21,9,6,6,7.5,3,1.5,1.5,3,5,2,2,3.5,3,1.5,1.5,3,15,12,10,13.5,3,3.5,3.5,3,8.3,9.4,16.5,8.85,1.1,7.65,7.65,1.1,7.4589,7.09243,9.752392,7.275665,0.36647,2.476727,2.476727,0.36647,1.137,0.748,2.02067,0.9425,0.389,1.07817,1.07817,0.389,1.137,0.748,2.02067,0.9425,0.389,1.07817,1.07817,0.389,364.5,901,632.75,-536.5
260,1T-Rh1Pt1Se4,-2.41468796,125,123,116,124,2,8,8,2,66,48,28.9,57,18,28.1,28.1,18,9,10,6,9.5,1,3.5,3.5,1,5,4,2,4.5,1,2.5,2.5,1,15,26,10,20.5,11,10.5,10.5,11,8.3,9.1,16.5,8.7,0.8,7.8,7.8,0.8,7.4589,8.95883,9.752392,8.208865,1.49993,1.543527,1.543527,1.49993,1.137,2.128,2.02067,1.6325,0.991,0.38817,0.4955,0.77634,1.137,2.128,2.02067,1.6325,0.991,0.38817,0.4955,0.77634,364.5,3711,2037.75,-3346.5
261,1T-Rh1Y1Te4,-4.15014184,125,163,136,144,38,8,19,16,66,162,38,114,96,76,76,96,9,3,6,6,6,0,3,0,5,1,2,3,4,1,2,2,15,10,20,12.5,5,7.5,7.5,5,8.3,19.8,20.5,14.05,11.5,6.45,6.45,11.5,7.4589,6.21726,9.00966,6.83808,1.24164,2.17158,2.17158,1.24164,1.137,0.307,1.970876,0.722,0.83,1.248876,1.248876,0.83,1.137,0.307,1.970876,0.722,0.83,1.248876,1.248876,0.83,364.5,304,334.25,60.5
262,1T-Ru1Rh1S4,-1.73914526,125,125,103,125,0,22,22,0,72,66,19.4,69,6,49.6,49.6,6,8,9,6,8.5,1,2.5,2.5,1,4,5,2,4.5,1,2.5,2.5,1,14,15,0,14.5,1,14.5,14.5,1,8.3,8.3,15.5,8.3,0,7.2,7.2,0,7.3605,7.4589,10.36001,7.4097,0.0984,2.95031,2.95031,0.0984,1.05,1.137,2.07710403,1.0935,0.087,0.98360403,0.98360403,0.087,1.05,1.137,2.07710403,1.0935,0.087,0.98360403,0.98360403,0.087,1496,364.5,930.25,1131.5
263,1T-Ta1Cu1Se4,-19.80219192,146,112,116,129,34,13,17,26,74,46.5,28.9,60.25,27.5,31.35,31.35,27.5,5,11,6,8,6,2,3,4,1,3,2,2,2,0,1,0,21,7,10,14,14,4,7,8,10.9,7.1,16.5,9,3.8,7.5,7.5,3.8,7.54957,7.72638,9.752392,7.637975,0.17681,2.114417,2.114417,0.17681,0.322,1.235,2.02067,0.7785,0.913,1.24217,1.24217,0.913,0.322,1.235,2.02067,0.7785,0.913,1.24217,1.24217,0.913,2507,952,1729.5,1555
264,1T-Ta1Cu1Te4,-1.01060798,146,112,136,129,34,7,17,14,74,46.5,38,60.25,27.5,22.25,22.25,27.5,5,11,6,8,6,2,3,4,1,3,2,2,2,0,1,0,21,7,20,14,14,6,7,12,10.9,7.1,20.5,9,3.8,11.5,11.5,3.8,7.54957,7.72638,9.00966,7.637975,0.17681,1.371685,1.371685,0.17681,0.322,1.235,1.970876,0.7785,0.913,1.192376,1.192376,0.913,0.322,1.235,1.970876,0.7785,0.913,1.192376,1.192376,0.913,2507,952,1729.5,1555
265,1T-Ta1Hg1S4,-18.20448613,146,133,103,139.5,13,36.5,36.5,13,74,33.91,19.4,53.955,40.09,34.555,34.555,40.09,5,12,6,8.5,7,2.5,3.5,5,1,2,2,1.5,1,0.5,0.5,1,21,28,0,24.5,7,24.5,24.5,7,10.9,14.8,15.5,12.85,3.9,2.65,2.65,3.9,7.54957,10.437504,10.36001,8.993537,2.887934,1.366473,1.443967,2.732946,0.322,0,2.07710403,0.161,0.322,1.91610403,1.91610403,0.322,0.322,0,2.07710403,0.161,0.322,1.91610403,1.91610403,0.322,2507,6400,4453.5,-3893
266,1T-Ta1Pt1S4,-20.13874435,146,123,103,134.5,23,31.5,31.5,23,74,48,19.4,61,26,41.6,41.6,26,5,10,6,7.5,5,1.5,2.5,3,1,4,2,2.5,3,0.5,1.5,1,21,26,0,23.5,5,23.5,23.5,5,10.9,9.1,15.5,10,1.8,5.5,5.5,1.8,7.54957,8.95883,10.36001,8.2542,1.40926,2.10581,2.10581,1.40926,0.322,2.128,2.07710403,1.225,1.806,0.85210403,0.903,1.70420806,0.322,2.128,2.07710403,1.225,1.806,0.85210403,0.903,1.70420806,2507,3711,3109,-1204
267,1T-Ta1Re1S4,-20.65777586,146,131,103,138.5,15,35.5,35.5,15,74,62,19.4,68,12,48.6,48.6,12,5,7,6,6,2,0,1,0,1,3,2,2,2,0,1,0,21,23,0,22,2,22,22,2,10.9,8.85,15.5,9.875,2.05,5.625,5.625,2.05,7.54957,7.83352,10.36001,7.691545,0.28395,2.668465,2.668465,0.28395,0.322,0.15,2.07710403,0.236,0.172,1.84110403,1.84110403,0.172,0.322,0.15,2.07710403,0.236,0.172,1.84110403,1.84110403,0.172,2507,3634,3070.5,-1127
268,1T-Ta1Rh1S4,-21.18045816,146,125,103,135.5,21,32.5,32.5,21,74,66,19.4,70,8,50.6,50.6,8,5,9,6,7,4,1,2,2,1,5,2,3,4,1,2,2,21,15,0,18,6,18,18,6,10.9,8.3,15.5,9.6,2.6,5.9,5.9,2.6,7.54957,7.4589,10.36001,7.504235,0.09067,2.855775,2.855775,0.09067,0.322,1.137,2.07710403,0.7295,0.815,1.34760403,1.34760403,0.815,0.322,1.137,2.07710403,0.7295,0.815,1.34760403,1.34760403,0.815,2507,364.5,1435.75,2142.5
269,1T-Ta1Ru1Te4,-21.15428005,146,125,136,135.5,21,0.5,10.5,1,74,72,38,73,2,35,35,2,5,8,6,6.5,3,0.5,1.5,1,1,4,2,2.5,3,0.5,1.5,1,21,14,20,17.5,7,2.5,3.5,5,10.9,8.3,20.5,9.6,2.6,10.9,10.9,2.6,7.54957,7.3605,9.00966,7.455035,0.18907,1.554625,1.554625,0.18907,0.322,1.05,1.970876,0.686,0.728,1.284876,1.284876,0.728,0.322,1.05,1.970876,0.686,0.728,1.284876,1.284876,0.728,2507,1496,2001.5,1011
271,1T-Ta2S4,-10.71450431,146,146,103,146,0,43,43,0,74,74,19.4,74,0,54.6,54.6,0,5,5,6,5,0,1,1,0,1,1,2,1,0,1,1,0,21,21,0,21,0,21,21,0,10.9,10.9,15.5,10.9,0,4.6,4.6,0,7.54957,7.54957,10.36001,7.54957,0,2.81044,2.81044,0,0.322,0.322,2.07710403,0.322,0,1.75510403,1.75510403,0,0.322,0.322,2.07710403,0.322,0,1.75510403,1.75510403,0,2507,2507,2507,0
274,1T-Ti1Ta1Te4,-10.34930325,136,146,136,141,10,5,5,10,100,74,38,87,26,49,49,26,4,5,6,4.5,1,1.5,1.5,1,0,1,2,0.5,1,1.5,1.5,1,0,21,20,10.5,21,9.5,10.5,19,10.6,10.9,20.5,10.75,0.3,9.75,9.75,0.3,6.82812,7.54957,9.00966,7.188845,0.72145,1.820815,1.820815,0.72145,0.079,0.322,1.970876,0.2005,0.243,1.770376,1.770376,0.243,0.079,0.322,1.970876,0.2005,0.243,1.770376,1.770376,0.243,136,2507,1321.5,-2371
275,1T-Ti1W1S4,-22.01458106,136,137,103,136.5,1,33.5,33.5,1,100,68,19.4,84,32,64.6,64.6,32,4,6,6,5,2,1,1,2,0,2,2,1,2,1,1,2,0,22,0,11,22,11,11,22,10.6,9.53,15.5,10.065,1.07,5.435,5.435,1.07,6.82812,7.86403,10.36001,7.346075,1.03591,3.013935,3.013935,1.03591,0.079,0.81626,2.07710403,0.44763,0.73726,1.62947403,1.62947403,0.73726,0.079,0.81626,2.07710403,0.44763,0.73726,1.62947403,1.62947403,0.73726,136,3209,1672.5,-3073
276,1T-Ti2S4,-7.66433283,136,136,103,136,0,33,33,0,100,100,19.4,100,0,80.6,80.6,0,4,4,6,4,0,2,2,0,0,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,10.6,10.6,15.5,10.6,0,4.9,4.9,0,6.82812,6.82812,10.36001,6.82812,0,3.53189,3.53189,0,0.079,0.079,2.07710403,0.079,0,1.99810403,1.99810403,0,0.079,0.079,2.07710403,0.079,0,1.99810403,1.99810403,0,136,136,136,0
