,Material,E_form,A1_rad,A2_rad,X_rad,Abar_rad,dA_rad,Abar-X_rad,dAXbar_rad,ddAX_rad,A1_dipole,A2_dipole,X_dipole,Abar_dipole,dA_dipole,Abar-X_dipole,dAXbar_dipole,ddAX_dipole,A1_nvalence,A2_nvalence,X_nvalence,Abar_nvalence,dA_nvalence,Abar-X_nvalence,dAXbar_nvalence,ddAX_nvalence,A1_nup,A2_nup,X_nup,Abar_nup,dA_nup,Abar-X_nup,dAXbar_nup,ddAX_nup,A1_num_d,A2_num_d,X_num_d,Abar_num_d,dA_num_d,Abar-X_num_d,dAXbar_num_d,ddAX_num_d,A1_volume,A2_volume,X_volume,Abar_volume,dA_volume,Abar-X_volume,dAXbar_volume,ddAX_volume,A1_ion_energy,A2_ion_energy,X_ion_energy,Abar_ion_energy,dA_ion_energy,Abar-X_ion_energy,dAXbar_ion_energy,ddAX_ion_energy,A1_electron_affinity,A2_electron_affinity,X_electron_affinity,Abar_electron_affinity,dA_electron_affinity,Abar-X_electron_affinity,dAXbar_electron_affinity,ddAX_electron_affinity,A1_electronegativity,A2_electronegativity,X_electronegativity,Abar_electronegativity,dA_electronegativity,Abar-X_electronegativity,dAXbar_electronegativity,ddAX_electronegativity,A1_SOCC,A2_SOCC,Abar_SOCC,dA_SOCC
126,1T-Fe1Ta1Se4,-3.32693,116,146,116,131,30,15,15,30,62,74,28.9,68,12,39.1,39.1,12,8,5,6,6.5,3,0.5,1.5,1,4,1,2,2.5,3,0.5,1.5,1,4,21,10,12.5,17,2.5,8.5,5,7.1,10.9,16.5,9,3.8,7.5,7.5,3.8,7.9024678,7.54957,9.752392,7.7260189,0.3528978,2.0263731,2.0263731,0.3528978,0.151,0.322,2.02067,0.2365,0.171,1.78417,1.78417,0.171,0.151,0.322,2.02067,0.2365,0.171,1.78417,1.78417,0.171,526,2507,1516.5,-1981
127,1T-Fe1Ta1Te4,-1.67386403,116,146,136,131,30,5,15,10,62,74,38,68,12,30,30,12,8,5,6,6.5,3,0.5,1.5,1,4,1,2,2.5,3,0.5,1.5,1,4,21,20,12.5,17,7.5,8.5,15,7.1,10.9,20.5,9,3.8,11.5,11.5,3.8,7.9024678,7.54957,9.00966,7.7260189,0.3528978,1.2836411,1.2836411,0.3528978,0.151,0.322,1.970876,0.2365,0.171,1.734376,1.734376,0.171,0.151,0.322,1.970876,0.2365,0.171,1.734376,1.734376,0.171,526,2507,1516.5,-1981
128,1T-Fe1Tc1S4,-11.9582285,116,128,103,122,12,19,19,12,62,79,19.4,70.5,17,51.1,51.1,17,8,7,6,7.5,1,1.5,1.5,1,4,3,2,3.5,1,1.5,1.5,1,4,13,0,8.5,9,8.5,8.5,9,7.1,8.5,15.5,7.8,1.4,7.7,7.7,1.4,7.9024678,7.119381,10.36001,7.5109244,0.7830868,2.8490856,2.8490856,0.7830868,0.151,0.55,2.07710403,0.3505,0.399,1.72660403,1.72660403,0.399,0.151,0.55,2.07710403,0.3505,0.399,1.72660403,1.72660403,0.399,526,1095,810.5,-569
129,1T-Fe1Tc1Se4,-15.27828482,116,128,116,122,12,6,6,12,62,79,28.9,70.5,17,41.6,41.6,17,8,7,6,7.5,1,1.5,1.5,1,4,3,2,3.5,1,1.5,1.5,1,4,13,10,8.5,9,1.5,4.5,3,7.1,8.5,16.5,7.8,1.4,8.7,8.7,1.4,7.9024678,7.119381,9.752392,7.5109244,0.7830868,2.2414676,2.2414676,0.7830868,0.151,0.55,2.02067,0.3505,0.399,1.67017,1.67017,0.399,0.151,0.55,2.02067,0.3505,0.399,1.67017,1.67017,0.399,526,1095,810.5,-569
130,1T-Fe1Ti1S4,-9.04625812,116,136,103,126,20,23,23,20,62,100,19.4,81,38,61.6,61.6,38,8,4,6,6,4,0,2,0,4,0,2,2,4,0,2,0,4,0,0,2,4,2,2,4,7.1,10.6,15.5,8.85,3.5,6.65,6.65,3.5,7.9024678,6.82812,10.36001,7.3652939,1.0743478,2.9947161,2.9947161,1.0743478,0.151,0.079,2.07710403,0.115,0.072,1.96210403,1.96210403,0.072,0.151,0.079,2.07710403,0.115,0.072,1.96210403,1.96210403,0.072,526,136,331,390
131,1T-Fe1Ti1Se4,-10.18422953,116,136,116,126,20,10,10,20,62,100,28.9,81,38,52.1,52.1,38,8,4,6,6,4,0,2,0,4,0,2,2,4,0,2,0,4,0,10,2,4,8,8,4,7.1,10.6,16.5,8.85,3.5,7.65,7.65,3.5,7.9024678,6.82812,9.752392,7.3652939,1.0743478,2.3870981,2.3870981,1.0743478,0.151,0.079,2.02067,0.115,0.072,1.90567,1.90567,0.072,0.151,0.079,2.02067,0.115,0.072,1.90567,1.90567,0.072,526,136,331,390
132,1T-Fe1W1S4,-2.993456,116,137,103,126.5,21,23.5,23.5,21,62,68,19.4,65,6,45.6,45.6,6,8,6,6,7,2,1,1,2,4,2,2,3,2,1,1,2,4,22,0,13,18,13,13,18,7.1,9.53,15.5,8.315,2.43,7.185,7.185,2.43,7.9024678,7.86403,10.36001,7.8832489,0.0384378,2.4767611,2.4767611,0.0384378,0.151,0.81626,2.07710403,0.48363,0.66526,1.59347403,1.59347403,0.66526,0.151,0.81626,2.07710403,0.48363,0.66526,1.59347403,1.59347403,0.66526,526,3209,1867.5,-2683
133,1T-Fe1W1Se4,-2.254606,116,137,116,126.5,21,10.5,10.5,21,62,68,28.9,65,6,36.1,36.1,6,8,6,6,7,2,1,1,2,4,2,2,3,2,1,1,2,4,22,10,13,18,3,9,6,7.1,9.53,16.5,8.315,2.43,8.185,8.185,2.43,7.9024678,7.86403,9.752392,7.8832489,0.0384378,1.8691431,1.8691431,0.0384378,0.151,0.81626,2.02067,0.48363,0.66526,1.53704,1.53704,0.66526,0.151,0.81626,2.02067,0.48363,0.66526,1.53704,1.53704,0.66526,526,3209,1867.5,-2683
134,1T-Fe1W1Te4,-0.71753947,116,137,136,126.5,21,9.5,10.5,19,62,68,38,65,6,27,27,6,8,6,6,7,2,1,1,2,4,2,2,3,2,1,1,2,4,22,20,13,18,7,9,14,7.1,9.53,20.5,8.315,2.43,12.185,12.185,2.43,7.9024678,7.86403,9.00966,7.8832489,0.0384378,1.1264111,1.1264111,0.0384378,0.151,0.81626,1.970876,0.48363,0.66526,1.487246,1.487246,0.66526,0.151,0.81626,1.970876,0.48363,0.66526,1.487246,1.487246,0.66526,526,3209,1867.5,-2683
137,1T-Fe1Zn1Se4,-0.53620126,116,118,116,117,2,1,1,2,62,38.67,28.9,50.335,23.33,21.435,21.435,23.33,8,12,6,10,4,4,4,4,4,2,2,3,2,1,1,2,4,8,10,6,4,4,4,4,7.1,9.2,16.5,8.15,2.1,8.35,8.35,2.1,7.9024678,9.394199,9.752392,8.6483334,1.4917312,1.1040586,1.1040586,1.4917312,0.151,0,2.02067,0.0755,0.151,1.94517,1.94517,0.151,0.151,0,2.02067,0.0755,0.151,1.94517,1.94517,0.151,526,1146,836,-620
138,1T-Fe1Zn1Te4,-0.11210223,116,118,136,117,2,19,19,2,62,38.67,38,50.335,23.33,12.335,12.335,23.33,8,12,6,10,4,4,4,4,4,2,2,3,2,1,1,2,4,8,20,6,4,14,14,4,7.1,9.2,20.5,8.15,2.1,12.35,12.35,2.1,7.9024678,9.394199,9.00966,8.6483334,1.4917312,0.3613266,0.7458656,0.7226532,0.151,0,1.970876,0.0755,0.151,1.895376,1.895376,0.151,0.151,0,1.970876,0.0755,0.151,1.895376,1.895376,0.151,526,1146,836,-620
139,1T-Fe1Zr1S4,-12.27607386,116,154,103,135,38,32,32,38,62,112,19.4,87,50,67.6,67.6,50,8,4,6,6,4,0,2,0,4,0,2,2,4,0,2,0,4,10,0,7,6,7,7,6,7.1,14.1,15.5,10.6,7,4.9,4.9,7,7.9024678,6.6339,10.36001,7.2681839,1.2685678,3.0918261,3.0918261,1.2685678,0.151,0.426,2.07710403,0.2885,0.275,1.78860403,1.78860403,0.275,0.151,0.426,2.07710403,0.2885,0.275,1.78860403,1.78860403,0.275,526,481,503.5,45
140,1T-Fe2S4,-1.30688463,116,116,103,116,0,13,13,0,62,62,19.4,62,0,42.6,42.6,0,8,8,6,8,0,2,2,0,4,4,2,4,0,2,2,0,4,4,0,4,0,4,4,0,7.1,7.1,15.5,7.1,0,8.4,8.4,0,7.9024678,7.9024678,10.36001,7.9024678,0,2.4575422,2.4575422,0,0.151,0.151,2.07710403,0.151,0,1.92610403,1.92610403,0,0.151,0.151,2.07710403,0.151,0,1.92610403,1.92610403,0,526,526,526,0
141,1T-Fe2Se4,-1.12913185,116,116,116,116,0,0,0,0,62,62,28.9,62,0,33.1,33.1,0,8,8,6,8,0,2,2,0,4,4,2,4,0,2,2,0,4,4,10,4,0,6,6,0,7.1,7.1,16.5,7.1,0,9.4,9.4,0,7.9024678,7.9024678,9.752392,7.9024678,0,1.8499242,1.8499242,0,0.151,0.151,2.02067,0.151,0,1.86967,1.86967,0,0.151,0.151,2.02067,0.151,0,1.86967,1.86967,0,526,526,526,0
142,1T-Fe2Te4,-0.25310561,116,116,136,116,0,20,20,0,62,62,38,62,0,24,24,0,8,8,6,8,0,2,2,0,4,4,2,4,0,2,2,0,4,4,20,4,0,16,16,0,7.1,7.1,20.5,7.1,0,13.4,13.4,0,7.9024678,7.9024678,9.00966,7.9024678,0,1.1071922,1.1071922,0,0.151,0.151,1.970876,0.151,0,1.819876,1.819876,0,0.151,0.151,1.970876,0.151,0,1.819876,1.819876,0,526,526,526,0
143,1T-Ir1Hg1Se4,-0.71641241,122,133,116,127.5,11,11.5,11.5,11,54,33.91,28.9,43.955,20.09,15.055,15.055,20.09,9,12,6,10.5,3,4.5,4.5,3,5,2,2,3.5,3,1.5,1.5,3,25,28,10,26.5,3,16.5,16.5,3,8.54,14.8,16.5,11.67,6.26,4.83,4.83,6.26,8.96702,10.437504,9.752392,9.702262,1.470484,0.05013,0.735242,0.10026,1.5638,0,2.02067,0.7819,1.5638,1.23877,1.23877,1.5638,1.5638,0,2.02067,0.7819,1.5638,1.23877,1.23877,1.5638,2597,6400,4498.5,-3803
144,1T-Ir1Mo1Se4,-3.045958,122,138,116,130,16,14,14,16,54,87,28.9,70.5,33,41.6,41.6,33,9,6,6,7.5,3,1.5,1.5,3,5,2,2,3.5,3,1.5,1.5,3,25,12,10,18.5,13,8.5,8.5,13,8.54,9.4,16.5,8.97,0.86,7.53,7.53,0.86,8.96702,7.09243,9.752392,8.029725,1.87459,1.722667,1.722667,1.87459,1.5638,0.748,2.02067,1.1559,0.8158,0.86477,0.86477,0.8158,1.5638,0.748,2.02067,1.1559,0.8158,0.86477,0.86477,0.8158,2597,901,1749,1696
145,1T-Ir1Ru1Se4,-2.05296525,122,125,116,123.5,3,7.5,7.5,3,54,72,28.9,63,18,34.1,34.1,18,9,8,6,8.5,1,2.5,2.5,1,5,4,2,4.5,1,2.5,2.5,1,25,14,10,19.5,11,9.5,9.5,11,8.54,8.3,16.5,8.42,0.24,8.08,8.08,0.24,8.96702,7.3605,9.752392,8.16376,1.60652,1.588632,1.588632,1.60652,1.5638,1.05,2.02067,1.3069,0.5138,0.71377,0.71377,0.5138,1.5638,1.05,2.02067,1.3069,0.5138,0.71377,0.71377,0.5138,2597,1496,2046.5,1101
146,1T-Ir1Zn1Se4,8.29284016,122,118,116,120,4,4,4,4,54,38.67,28.9,46.335,15.33,17.435,17.435,15.33,9,12,6,10.5,3,4.5,4.5,3,5,2,2,3.5,3,1.5,1.5,3,25,8,10,16.5,17,6.5,8.5,13,8.54,9.2,16.5,8.87,0.66,7.63,7.63,0.66,8.96702,9.394199,9.752392,9.1806095,0.427179,0.5717825,0.5717825,0.427179,1.5638,0,2.02067,0.7819,1.5638,1.23877,1.23877,1.5638,1.5638,0,2.02067,0.7819,1.5638,1.23877,1.23877,1.5638,2597,1146,1871.5,1451
147,1T-Ir1Zr1Te4,-4.04867322,122,154,136,138,32,2,16,4,54,112,38,83,58,45,45,58,9,4,6,6.5,5,0.5,2.5,1,5,0,2,2.5,5,0.5,2.5,1,25,10,20,17.5,15,2.5,7.5,5,8.54,14.1,20.5,11.32,5.56,9.18,9.18,5.56,8.96702,6.6339,9.00966,7.80046,2.33312,1.2092,1.2092,2.33312,1.5638,0.426,1.970876,0.9949,1.1378,0.975976,0.975976,1.1378,1.5638,0.426,1.970876,0.9949,1.1378,0.975976,0.975976,1.1378,2597,481,1539,2116
148,1T-Mn1Ag1S4,-0.02058971,119,128,103,123.5,9,20.5,20.5,9,68,55,19.4,61.5,13,42.1,42.1,13,7,11,6,9,4,3,3,4,3,3,2,3,0,1,1,0,3,17,0,10,14,10,10,14,7.39,10.3,15.5,8.845,2.91,6.655,6.655,2.91,7.434018,7.576234,10.36001,7.505126,0.142216,2.854884,2.854884,0.142216,0,1.302,2.07710403,0.651,1.302,1.42610403,1.42610403,1.302,0,1.302,2.07710403,0.651,1.302,1.42610403,1.42610403,1.302,394,1915,1154.5,-1521
149,1T-Mn1Ag1Se4,-0.5675306,119,128,116,123.5,9,7.5,7.5,9,68,55,28.9,61.5,13,32.6,32.6,13,7,11,6,9,4,3,3,4,3,3,2,3,0,1,1,0,3,17,10,10,14,0,7,0,7.39,10.3,16.5,8.845,2.91,7.655,7.655,2.91,7.434018,7.576234,9.752392,7.505126,0.142216,2.247266,2.247266,0.142216,0,1.302,2.02067,0.651,1.302,1.36967,1.36967,1.302,0,1.302,2.02067,0.651,1.302,1.36967,1.36967,1.302,394,1915,1154.5,-1521
150,1T-Mn1Ag1Te4,-0.3194265,119,128,136,123.5,9,12.5,12.5,9,68,55,38,61.5,13,23.5,23.5,13,7,11,6,9,4,3,3,4,3,3,2,3,0,1,1,0,3,17,20,10,14,10,10,14,7.39,10.3,20.5,8.845,2.91,11.655,11.655,2.91,7.434018,7.576234,9.00966,7.505126,0.142216,1.504534,1.504534,0.142216,0,1.302,1.970876,0.651,1.302,1.319876,1.319876,1.302,0,1.302,1.970876,0.651,1.302,1.319876,1.319876,1.302,394,1915,1154.5,-1521
151,1T-Mn1Au1S4,-0.84699353,119,124,103,121.5,5,18.5,18.5,5,68,36,19.4,52,32,32.6,32.6,32,7,11,6,9,4,3,3,4,3,3,2,3,0,1,1,0,3,27,0,15,24,15,15,24,7.39,10.2,15.5,8.795,2.81,6.705,6.705,2.81,7.434018,9.225553,10.36001,8.3297855,1.791535,2.0302245,2.0302245,1.791535,0,2.30863,2.07710403,1.154315,2.30863,0.92278903,1.154315,1.84557806,0,2.30863,2.07710403,1.154315,2.30863,0.92278903,1.154315,1.84557806,394,5583,2988.5,-5189
152,1T-Mn1Au1Se4,-1.19489086,119,124,116,121.5,5,5.5,5.5,5,68,36,28.9,52,32,23.1,23.1,32,7,11,6,9,4,3,3,4,3,3,2,3,0,1,1,0,3,27,10,15,24,5,12,10,7.39,10.2,16.5,8.795,2.81,7.705,7.705,2.81,7.434018,9.225553,9.752392,8.3297855,1.791535,1.4226065,1.4226065,1.791535,0,2.30863,2.02067,1.154315,2.30863,0.866355,1.154315,1.73271,0,2.30863,2.02067,1.154315,2.30863,0.866355,1.154315,1.73271,394,5583,2988.5,-5189
153,1T-Mn1Au1Te4,-0.91748655,119,124,136,121.5,5,14.5,14.5,5,68,36,38,52,32,14,16,28,7,11,6,9,4,3,3,4,3,3,2,3,0,1,1,0,3,27,20,15,24,5,12,10,7.39,10.2,20.5,8.795,2.81,11.705,11.705,2.81,7.434018,9.225553,9.00966,8.3297855,1.791535,0.6798745,0.8957675,1.359749,0,2.30863,1.970876,1.154315,2.30863,0.816561,1.154315,1.633122,0,2.30863,1.970876,1.154315,2.30863,0.816561,1.154315,1.633122,394,5583,2988.5,-5189
154,1T-Mn1Cd1S4,-1.42019214,119,136,103,127.5,17,24.5,24.5,17,68,46,19.4,57,22,37.6,37.6,22,7,12,6,9.5,5,3.5,3.5,5,3,2,2,2.5,1,0.5,0.5,1,3,18,0,10.5,15,10.5,10.5,15,7.39,13.1,15.5,10.245,5.71,5.255,5.255,5.71,7.434018,8.993822,10.36001,8.21392,1.559804,2.14609,2.14609,1.559804,0,0,2.07710403,0,0,2.07710403,2.07710403,0,0,0,2.07710403,0,0,2.07710403,2.07710403,0,394,2007,1200.5,-1613
155,1T-Mn1Cd1Se4,-1.09185114,119,136,116,127.5,17,11.5,11.5,17,68,46,28.9,57,22,28.1,28.1,22,7,12,6,9.5,5,3.5,3.5,5,3,2,2,2.5,1,0.5,0.5,1,3,18,10,10.5,15,0.5,7.5,1,7.39,13.1,16.5,10.245,5.71,6.255,6.255,5.71,7.434018,8.993822,9.752392,8.21392,1.559804,1.538472,1.538472,1.559804,0,0,2.02067,0,0,2.02067,2.02067,0,0,0,2.02067,0,0,2.02067,2.02067,0,394,2007,1200.5,-1613
156,1T-Mn1Cd1Te4,-0.63713648,119,136,136,127.5,17,8.5,8.5,17,68,46,38,57,22,19,19,22,7,12,6,9.5,5,3.5,3.5,5,3,2,2,2.5,1,0.5,0.5,1,3,18,20,10.5,15,9.5,9.5,15,7.39,13.1,20.5,10.245,5.71,10.255,10.255,5.71,7.434018,8.993822,9.00966,8.21392,1.559804,0.79574,0.79574,1.559804,0,0,1.970876,0,0,1.970876,1.970876,0,0,0,1.970876,0,0,1.970876,1.970876,0,394,2007,1200.5,-1613
157,1T-Mn1Co1S4,-2.06398204,119,111,103,115,8,12,12,8,68,55,19.4,61.5,13,42.1,42.1,13,7,9,6,8,2,2,2,2,3,5,2,4,2,2,2,2,3,5,0,4,2,4,4,2,7.39,6.7,15.5,7.045,0.69,8.455,8.455,0.69,7.434018,7.88101,10.36001,7.657514,0.446992,2.702496,2.702496,0.446992,0,0.66225646,2.07710403,0.33112823,0.66225646,1.7459758,1.7459758,0.66225646,0,0.66225646,2.07710403,0.33112823,0.66225646,1.7459758,1.7459758,0.66225646,394,94,244,300
158,1T-Mn1Co1Se4,-1.99246938,119,111,116,115,8,1,4,2,68,55,28.9,61.5,13,32.6,32.6,13,7,9,6,8,2,2,2,2,3,5,2,4,2,2,2,2,3,5,10,4,2,6,6,2,7.39,6.7,16.5,7.045,0.69,9.455,9.455,0.69,7.434018,7.88101,9.752392,7.657514,0.446992,2.094878,2.094878,0.446992,0,0.66225646,2.02067,0.33112823,0.66225646,1.68954177,1.68954177,0.66225646,0,0.66225646,2.02067,0.33112823,0.66225646,1.68954177,1.68954177,0.66225646,394,94,244,300
159,1T-Mn1Co1Te4,-1.16690431,119,111,136,115,8,21,21,8,68,55,38,61.5,13,23.5,23.5,13,7,9,6,8,2,2,2,2,3,5,2,4,2,2,2,2,3,5,20,4,2,16,16,2,7.39,6.7,20.5,7.045,0.69,13.455,13.455,0.69,7.434018,7.88101,9.00966,7.657514,0.446992,1.352146,1.352146,0.446992,0,0.66225646,1.970876,0.33112823,0.66225646,1.63974777,1.63974777,0.66225646,0,0.66225646,1.970876,0.33112823,0.66225646,1.63974777,1.63974777,0.66225646,394,94,244,300
160,1T-Mn1Cr1S4,-2.91398159,119,122,103,120.5,3,17.5,17.5,3,68,83,19.4,75.5,15,56.1,56.1,15,7,6,6,6.5,1,0.5,0.5,1,3,2,2,2.5,1,0.5,0.5,1,3,2,0,2.5,1,2.5,2.5,1,7.39,7.23,15.5,7.31,0.16,8.19,8.19,0.16,7.434018,6.76651,10.36001,7.100264,0.667508,3.259746,3.259746,0.667508,0,0.666,2.07710403,0.333,0.666,1.74410403,1.74410403,0.666,0,0.666,2.07710403,0.333,0.666,1.74410403,1.74410403,0.666,394,298,346,96
161,1T-Mn1Cr1Se4,-2.57895702,119,122,116,120.5,3,4.5,4.5,3,68,83,28.9,75.5,15,46.6,46.6,15,7,6,6,6.5,1,0.5,0.5,1,3,2,2,2.5,1,0.5,0.5,1,3,2,10,2.5,1,7.5,7.5,1,7.39,7.23,16.5,7.31,0.16,9.19,9.19,0.16,7.434018,6.76651,9.752392,7.100264,0.667508,2.652128,2.652128,0.667508,0,0.666,2.02067,0.333,0.666,1.68767,1.68767,0.666,0,0.666,2.02067,0.333,0.666,1.68767,1.68767,0.666,394,298,346,96
162,1T-Mn1Cr1Te4,-1.3056199,119,122,136,120.5,3,15.5,15.5,3,68,83,38,75.5,15,37.5,37.5,15,7,6,6,6.5,1,0.5,0.5,1,3,2,2,2.5,1,0.5,0.5,1,3,2,20,2.5,1,17.5,17.5,1,7.39,7.23,20.5,7.31,0.16,13.19,13.19,0.16,7.434018,6.76651,9.00966,7.100264,0.667508,1.909396,1.909396,0.667508,0,0.666,1.970876,0.333,0.666,1.637876,1.637876,0.666,0,0.666,1.970876,0.333,0.666,1.637876,1.637876,0.666,394,298,346,96
163,1T-Mn1Cu1S4,-0.32125504,119,112,103,115.5,7,12.5,12.5,7,68,46.5,19.4,57.25,21.5,37.85,37.85,21.5,7,11,6,9,4,3,3,4,3,3,2,3,0,1,1,0,3,7,0,5,4,5,5,4,7.39,7.1,15.5,7.245,0.29,8.255,8.255,0.29,7.434018,7.72638,10.36001,7.580199,0.292362,2.779811,2.779811,0.292362,0,1.235,2.07710403,0.6175,1.235,1.45960403,1.45960403,1.235,0,1.235,2.07710403,0.6175,1.235,1.45960403,1.45960403,1.235,394,952,673,-558
164,1T-Mn1Cu1Se4,-0.64801115,119,112,116,115.5,7,0.5,3.5,1,68,46.5,28.9,57.25,21.5,28.35,28.35,21.5,7,11,6,9,4,3,3,4,3,3,2,3,0,1,1,0,3,7,10,5,4,5,5,4,7.39,7.1,16.5,7.245,0.29,9.255,9.255,0.29,7.434018,7.72638,9.752392,7.580199,0.292362,2.172193,2.172193,0.292362,0,1.235,2.02067,0.6175,1.235,1.40317,1.40317,1.235,0,1.235,2.02067,0.6175,1.235,1.40317,1.40317,1.235,394,952,673,-558
165,1T-Mn1Cu1Te4,-0.15433814,119,112,136,115.5,7,20.5,20.5,7,68,46.5,38,57.25,21.5,19.25,19.25,21.5,7,11,6,9,4,3,3,4,3,3,2,3,0,1,1,0,3,7,20,5,4,15,15,4,7.39,7.1,20.5,7.245,0.29,13.255,13.255,0.29,7.434018,7.72638,9.00966,7.580199,0.292362,1.429461,1.429461,0.292362,0,1.235,1.970876,0.6175,1.235,1.353376,1.353376,1.235,0,1.235,1.970876,0.6175,1.235,1.353376,1.353376,1.235,394,952,673,-558
166,1T-Mn1Fe1S4,-2.29046099,119,116,103,117.5,3,14.5,14.5,3,68,62,19.4,65,6,45.6,45.6,6,7,8,6,7.5,1,1.5,1.5,1,3,4,2,3.5,1,1.5,1.5,1,3,4,0,3.5,1,3.5,3.5,1,7.39,7.1,15.5,7.245,0.29,8.255,8.255,0.29,7.434018,7.9024678,10.36001,7.6682429,0.4684498,2.6917671,2.6917671,0.4684498,0,0.151,2.07710403,0.0755,0.151,2.00160403,2.00160403,0.151,0,0.151,2.07710403,0.0755,0.151,2.00160403,2.00160403,0.151,394,526,460,-132
167,1T-Mn1Fe1Se4,-1.96003531,119,116,116,117.5,3,1.5,1.5,3,68,62,28.9,65,6,36.1,36.1,6,7,8,6,7.5,1,1.5,1.5,1,3,4,2,3.5,1,1.5,1.5,1,3,4,10,3.5,1,6.5,6.5,1,7.39,7.1,16.5,7.245,0.29,9.255,9.255,0.29,7.434018,7.9024678,9.752392,7.6682429,0.4684498,2.0841491,2.0841491,0.4684498,0,0.151,2.02067,0.0755,0.151,1.94517,1.94517,0.151,0,0.151,2.02067,0.0755,0.151,1.94517,1.94517,0.151,394,526,460,-132
168,1T-Mn1Fe1Te4,-0.75034404,119,116,136,117.5,3,18.5,18.5,3,68,62,38,65,6,27,27,6,7,8,6,7.5,1,1.5,1.5,1,3,4,2,3.5,1,1.5,1.5,1,3,4,20,3.5,1,16.5,16.5,1,7.39,7.1,20.5,7.245,0.29,13.255,13.255,0.29,7.434018,7.9024678,9.00966,7.6682429,0.4684498,1.3414171,1.3414171,0.4684498,0,0.151,1.970876,0.0755,0.151,1.895376,1.895376,0.151,0,0.151,1.970876,0.0755,0.151,1.895376,1.895376,0.151,394,526,460,-132
169,1T-Mn1Hf1S4,-5.91911144,119,152,103,135.5,33,32.5,32.5,33,68,103,19.4,85.5,35,66.1,66.1,35,7,4,6,5.5,3,0.5,1.5,1,3,0,2,1.5,3,0.5,1.5,1,3,20,0,11.5,17,11.5,11.5,17,7.39,13.6,15.5,10.495,6.21,5.005,5.005,6.21,7.434018,6.82507,10.36001,7.129544,0.608948,3.230466,3.230466,0.608948,0,0.014,2.07710403,0.007,0.014,2.07010403,2.07010403,0.014,0,0.014,2.07710403,0.007,0.014,2.07010403,2.07010403,0.014,394,1974,1184,-1580
170,1T-Mn1Hf1Se4,-5.18665293,119,152,116,135.5,33,19.5,19.5,33,68,103,28.9,85.5,35,56.6,56.6,35,7,4,6,5.5,3,0.5,1.5,1,3,0,2,1.5,3,0.5,1.5,1,3,20,10,11.5,17,1.5,8.5,3,7.39,13.6,16.5,10.495,6.21,6.005,6.005,6.21,7.434018,6.82507,9.752392,7.129544,0.608948,2.622848,2.622848,0.608948,0,0.014,2.02067,0.007,0.014,2.01367,2.01367,0.014,0,0.014,2.02067,0.007,0.014,2.01367,2.01367,0.014,394,1974,1184,-1580
171,1T-Mn1Hf1Te4,-3.17670379,119,152,136,135.5,33,0.5,16.5,1,68,103,38,85.5,35,47.5,47.5,35,7,4,6,5.5,3,0.5,1.5,1,3,0,2,1.5,3,0.5,1.5,1,3,20,20,11.5,17,8.5,8.5,17,7.39,13.6,20.5,10.495,6.21,10.005,10.005,6.21,7.434018,6.82507,9.00966,7.129544,0.608948,1.880116,1.880116,0.608948,0,0.014,1.970876,0.007,0.014,1.963876,1.963876,0.014,0,0.014,1.970876,0.007,0.014,1.963876,1.963876,0.014,394,1974,1184,-1580
172,1T-Mn1Hg1S4,-0.09802952,119,133,103,126,14,23,23,14,68,33.91,19.4,50.955,34.09,31.555,31.555,34.09,7,12,6,9.5,5,3.5,3.5,5,3,2,2,2.5,1,0.5,0.5,1,3,28,0,15.5,25,15.5,15.5,25,7.39,14.8,15.5,11.095,7.41,4.405,4.405,7.41,7.434018,10.437504,10.36001,8.935761,3.003486,1.424249,1.501743,2.848498,0,0,2.07710403,0,0,2.07710403,2.07710403,0,0,0,2.07710403,0,0,2.07710403,2.07710403,0,394,6400,3397,-6006
174,1T-Mn1Hg1Te4,-0.42216489,119,133,136,126,14,10,10,14,68,33.91,38,50.955,34.09,12.955,17.045,25.91,7,12,6,9.5,5,3.5,3.5,5,3,2,2,2.5,1,0.5,0.5,1,3,28,20,15.5,25,4.5,12.5,9,7.39,14.8,20.5,11.095,7.41,9.405,9.405,7.41,7.434018,10.437504,9.00966,8.935761,3.003486,0.073899,1.501743,0.147798,0,0,1.970876,0,0,1.970876,1.970876,0,0,0,1.970876,0,0,1.970876,1.970876,0,394,6400,3397,-6006
175,1T-Mn1Ir1S4,-2.6877979,119,122,103,120.5,3,17.5,17.5,3,68,54,19.4,61,14,41.6,41.6,14,7,9,6,8,2,2,2,2,3,5,2,4,2,2,2,2,3,25,0,14,22,14,14,22,7.39,8.54,15.5,7.965,1.15,7.535,7.535,1.15,7.434018,8.96702,10.36001,8.200519,1.533002,2.159491,2.159491,1.533002,0,1.5638,2.07710403,0.7819,1.5638,1.29520403,1.29520403,1.5638,0,1.5638,2.07710403,0.7819,1.5638,1.29520403,1.29520403,1.5638,394,2597,1495.5,-2203
